launched_shots,macro_f1_mean,macro_f1_std,acceptance_mean,failures,evaluations
500.0,0.766212869904517,0.03223729099425667,0.7538011111111111,0,15
2000.0,0.7738722653179769,0.030821346388075318,0.7538394444444445,0,15
8000.0,0.7724864753470361,0.036317185945086435,0.7536165740740741,0,15
