run_id,profile,family,fold,subset_seed,budget,map_seed,sampling_seed,launched_shots,macro_f1,balanced_accuracy,accuracy,acceptance,failures,test_inference_seconds
pilot_d7e01bc4edc1,pilot,B5,0,11,24,202.0,,,0.593914024107273,0.5944444444444444,0.5944444444444444,,0,0.0248236999996152
pilot_d7e01bc4edc1,pilot,B5,0,11,24,303.0,,,0.5250877550475737,0.525,0.525,,0,0.022401399999580462
pilot_db3eb8f2fb0e,pilot,B1,0,22,12,,,,0.9581660085596456,0.9583333333333334,0.9583333333333334,,0,0.02689269999973476
pilot_e272ba066e1f,pilot,B5,0,11,12,101.0,,,0.33255211197880535,0.3444444444444444,0.34444444444444444,,0,0.021126399999047862
pilot_e272ba066e1f,pilot,B5,0,11,12,202.0,,,0.5324589418387136,0.5277777777777778,0.5277777777777778,,0,0.022839300001578522
pilot_e272ba066e1f,pilot,B5,0,11,12,303.0,,,0.5280059154773721,0.5333333333333333,0.5333333333333333,,0,0.025955400000384543
pilot_e4d7122185ee,pilot,B4,0,11,48,,,,0.9333150826512299,0.9333333333333332,0.9333333333333333,,0,0.02781440000035218
pilot_e76709dcfb1a,pilot,B3,0,22,24,,,,0.8897415636348676,0.888888888888889,0.8888888888888888,,0,0.017585600000529666
pilot_e7e5a52c2dfd,pilot,B1,0,11,48,,,,0.988876529477197,0.9888888888888889,0.9888888888888889,,0,0.020085699999981443
pilot_ec9cb758f63b,pilot,Q1,0,22,24,101.0,,,0.7914908207304383,0.7944444444444444,0.7944444444444444,0.7380865060410192,0,0.2845469999992929
pilot_ec9cb758f63b,pilot,Q1,0,22,24,202.0,,,0.7896764852715014,0.7916666666666666,0.7916666666666666,0.7568700229881415,0,0.2991824999990058
pilot_ec9cb758f63b,pilot,Q1,0,22,24,303.0,,,0.766122370770637,0.7722222222222223,0.7722222222222223,0.7081281498959126,0,0.3718515999989904
pilot_f800b8bfcc9b,pilot,B2,0,11,48,,,,0.9531441490327685,0.9527777777777778,0.9527777777777777,,0,0.10632409999925585
pilot_fa7300892d5b,pilot,B1,0,22,24,,,,0.9889495914163846,0.9888888888888889,0.9888888888888889,,0,0.020484399999986636
pilot_fef12ac19762,pilot,B1,0,33,12,,,,0.8843007291209816,0.8833333333333334,0.8833333333333333,,0,0.018546299999798066
